service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at
marc,11705,Train400,2026-02-26,11958,UNION STATION MARC Washington,2026-02-26T10:41:08Z,2026-02-26T10:42:16Z,NA,NA,2026-02-26T11:43:07Z
marc,11705,Train400,2026-02-26,11995,WEST BALTIMORE MARC nb,2026-02-26T11:30:52Z,2026-02-26T11:32:44Z,2026-02-26T11:30:19Z,2026-02-26T11:32:08Z,2026-02-26T11:43:07Z
marc,11705,Train502,2026-02-26,11958,UNION STATION MARC Washington,2026-02-26T11:13:28Z,2026-02-26T11:14:56Z,NA,NA,2026-02-26T11:43:07Z
marc,11705,Train502,2026-02-26,11995,WEST BALTIMORE MARC nb,2026-02-26T12:12:44Z,2026-02-26T12:17:28Z,2026-02-26T12:11:34Z,2026-02-26T12:16:18Z,2026-02-26T11:43:07Z
marc,11705,Train511,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T11:26:47Z,2026-02-26T11:30:34Z,2026-02-26T11:25:26Z,2026-02-26T11:28:52Z,2026-02-26T11:43:07Z
marc,11705,Train511,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T12:09:41Z,2026-02-26T12:11:22Z,2026-02-26T11:43:07Z
marc,11705,Train517,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T12:33:00Z,2026-02-26T12:38:00Z,2026-02-26T12:32:00Z,2026-02-26T12:37:00Z,2026-02-26T11:43:07Z
marc,11705,Train517,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T13:24:00Z,2026-02-26T13:29:00Z,2026-02-26T11:43:07Z
amtrak,NER,66,2026-02-26,BAL,Baltimore Penn Station,2026-02-25T22:51:00-05:00,2026-02-25T22:51:00-05:00,2026-02-25T22:49:00-05:00,2026-02-25T22:49:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,66,2026-02-26,WAS,Washington Union Station,2026-02-25T22:00:00-05:00,2026-02-25T22:00:00-05:00,2026-02-25T21:28:00-05:00,2026-02-25T21:27:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,67,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:04:00-05:00,2026-02-26T06:04:00-05:00,2026-02-26T06:02:00-05:00,2026-02-26T05:59:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,67,2026-02-26,WAS,Washington Union Station,2026-02-26T07:20:00-05:00,2026-02-26T06:47:00-05:00,2026-02-26T06:54:00-05:00,2026-02-26T06:47:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,109,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T08:19:00-05:00,2026-02-26T08:19:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T08:19:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,109,2026-02-26,WAS,Washington Union Station,2026-02-26T09:01:00-05:00,2026-02-26T09:03:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T09:03:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,143,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T12:42:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,143,2026-02-26,WAS,Washington Union Station,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,151,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:10:00-05:00,2026-02-26T06:14:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:12:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,151,2026-02-26,WAS,Washington Union Station,2026-02-26T07:30:00-05:00,2026-02-26T06:49:00-05:00,2026-02-26T06:58:00-05:00,2026-02-26T06:49:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,160,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:08:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:06:00-05:00,2026-02-26T06:03:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,160,2026-02-26,WAS,Washington Union Station,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,162,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T07:03:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,162,2026-02-26,WAS,Washington Union Station,2026-02-26T06:20:00-05:00,,2026-02-26T06:20:00-05:00,NA,2026-02-26T11:43:07Z
amtrak,NER,164,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T10:01:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,164,2026-02-26,WAS,Washington Union Station,2026-02-26T09:20:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,195,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T13:48:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T11:43:07Z
amtrak,NER,195,2026-02-26,WAS,Washington Union Station,2026-02-26T14:38:00-05:00,2026-02-26T14:33:00-05:00,2026-02-26T14:38:00-05:00,2026-02-26T14:33:00-05:00,2026-02-26T11:43:07Z
marc,11705,Train413,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T11:53:00Z,2026-02-26T11:53:00Z,2026-02-26T11:52:00Z,2026-02-26T11:52:00Z,2026-02-26T11:46:08Z
marc,11705,Train413,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T12:48:00Z,2026-02-26T12:48:00Z,2026-02-26T11:46:08Z
marc,11705,Train502,2026-02-26,11958,UNION STATION MARC Washington,2026-02-26T11:13:28Z,2026-02-26T11:14:56Z,NA,NA,2026-02-26T11:46:08Z
marc,11705,Train502,2026-02-26,11995,WEST BALTIMORE MARC nb,2026-02-26T12:12:44Z,2026-02-26T12:17:28Z,2026-02-26T12:11:34Z,2026-02-26T12:16:18Z,2026-02-26T11:46:08Z
marc,11705,Train511,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T11:26:47Z,2026-02-26T11:30:34Z,2026-02-26T11:25:26Z,2026-02-26T11:28:52Z,2026-02-26T11:46:08Z
marc,11705,Train511,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T12:09:41Z,2026-02-26T12:11:22Z,2026-02-26T11:46:08Z
marc,11705,Train517,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T12:33:47Z,2026-02-26T12:39:34Z,2026-02-26T12:32:47Z,2026-02-26T12:38:34Z,2026-02-26T11:46:08Z
marc,11705,Train517,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T13:24:47Z,2026-02-26T13:30:34Z,2026-02-26T11:46:08Z
amtrak,NER,66,2026-02-26,BAL,Baltimore Penn Station,2026-02-25T22:51:00-05:00,2026-02-25T22:51:00-05:00,2026-02-25T22:49:00-05:00,2026-02-25T22:49:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,66,2026-02-26,WAS,Washington Union Station,2026-02-25T22:00:00-05:00,2026-02-25T22:00:00-05:00,2026-02-25T21:28:00-05:00,2026-02-25T21:27:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,67,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:04:00-05:00,2026-02-26T06:04:00-05:00,2026-02-26T06:02:00-05:00,2026-02-26T05:59:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,67,2026-02-26,WAS,Washington Union Station,2026-02-26T07:20:00-05:00,2026-02-26T06:47:00-05:00,2026-02-26T06:54:00-05:00,2026-02-26T06:47:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,109,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T08:19:00-05:00,2026-02-26T08:19:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T08:19:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,109,2026-02-26,WAS,Washington Union Station,2026-02-26T09:01:00-05:00,2026-02-26T09:03:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T09:03:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,143,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T12:42:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,143,2026-02-26,WAS,Washington Union Station,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,151,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:10:00-05:00,2026-02-26T06:14:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:12:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,151,2026-02-26,WAS,Washington Union Station,2026-02-26T07:30:00-05:00,2026-02-26T06:49:00-05:00,2026-02-26T06:58:00-05:00,2026-02-26T06:49:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,160,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:08:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:06:00-05:00,2026-02-26T06:03:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,160,2026-02-26,WAS,Washington Union Station,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,162,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T07:03:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,162,2026-02-26,WAS,Washington Union Station,2026-02-26T06:20:00-05:00,,2026-02-26T06:20:00-05:00,NA,2026-02-26T11:46:08Z
amtrak,NER,164,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T10:01:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,164,2026-02-26,WAS,Washington Union Station,2026-02-26T09:20:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,195,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T13:48:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T11:46:08Z
amtrak,NER,195,2026-02-26,WAS,Washington Union Station,2026-02-26T14:38:00-05:00,2026-02-26T14:33:00-05:00,2026-02-26T14:38:00-05:00,2026-02-26T14:33:00-05:00,2026-02-26T11:46:08Z
marc,11705,Train413,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T11:56:11Z,2026-02-26T11:59:22Z,2026-02-26T11:55:11Z,2026-02-26T11:58:22Z,2026-02-26T11:49:09Z
marc,11705,Train413,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T12:51:11Z,2026-02-26T12:54:22Z,2026-02-26T11:49:09Z
marc,11705,Train502,2026-02-26,11958,UNION STATION MARC Washington,2026-02-26T11:13:28Z,2026-02-26T11:14:56Z,NA,NA,2026-02-26T11:49:09Z
marc,11705,Train502,2026-02-26,11995,WEST BALTIMORE MARC nb,2026-02-26T12:10:17Z,2026-02-26T12:12:34Z,2026-02-26T12:09:07Z,2026-02-26T12:11:24Z,2026-02-26T11:49:09Z
marc,11705,Train511,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T11:26:47Z,2026-02-26T11:30:34Z,2026-02-26T11:25:26Z,2026-02-26T11:28:52Z,2026-02-26T11:49:09Z
marc,11705,Train511,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T12:11:27Z,2026-02-26T12:14:54Z,2026-02-26T11:49:09Z
marc,11705,Train517,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T12:33:57Z,2026-02-26T12:39:54Z,2026-02-26T12:32:57Z,2026-02-26T12:38:54Z,2026-02-26T11:49:09Z
marc,11705,Train517,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T13:24:57Z,2026-02-26T13:30:54Z,2026-02-26T11:49:09Z
amtrak,NER,66,2026-02-26,BAL,Baltimore Penn Station,2026-02-25T22:51:00-05:00,2026-02-25T22:51:00-05:00,2026-02-25T22:49:00-05:00,2026-02-25T22:49:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,66,2026-02-26,WAS,Washington Union Station,2026-02-25T22:00:00-05:00,2026-02-25T22:00:00-05:00,2026-02-25T21:28:00-05:00,2026-02-25T21:27:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,67,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:04:00-05:00,2026-02-26T06:04:00-05:00,2026-02-26T06:02:00-05:00,2026-02-26T05:59:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,67,2026-02-26,WAS,Washington Union Station,2026-02-26T07:20:00-05:00,2026-02-26T06:47:00-05:00,2026-02-26T06:54:00-05:00,2026-02-26T06:47:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,109,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T08:19:00-05:00,2026-02-26T08:19:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T08:19:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,109,2026-02-26,WAS,Washington Union Station,2026-02-26T09:01:00-05:00,2026-02-26T09:03:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T09:03:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,143,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T12:42:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,143,2026-02-26,WAS,Washington Union Station,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,151,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:10:00-05:00,2026-02-26T06:14:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:12:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,151,2026-02-26,WAS,Washington Union Station,2026-02-26T07:30:00-05:00,2026-02-26T06:49:00-05:00,2026-02-26T06:58:00-05:00,2026-02-26T06:49:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,160,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:08:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:06:00-05:00,2026-02-26T06:03:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,160,2026-02-26,WAS,Washington Union Station,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,162,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T07:03:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,162,2026-02-26,WAS,Washington Union Station,2026-02-26T06:20:00-05:00,,2026-02-26T06:20:00-05:00,NA,2026-02-26T11:49:09Z
amtrak,NER,164,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T10:01:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,164,2026-02-26,WAS,Washington Union Station,2026-02-26T09:20:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,195,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T13:48:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T11:49:09Z
amtrak,NER,195,2026-02-26,WAS,Washington Union Station,2026-02-26T14:38:00-05:00,2026-02-26T14:33:00-05:00,2026-02-26T14:38:00-05:00,2026-02-26T14:33:00-05:00,2026-02-26T11:49:09Z
marc,11705,Train413,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T11:54:29Z,2026-02-26T11:55:58Z,2026-02-26T11:52:59Z,2026-02-26T11:53:58Z,2026-02-26T12:30:53Z
marc,11705,Train413,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T12:50:09Z,2026-02-26T12:52:18Z,2026-02-26T12:30:53Z
marc,11705,Train415,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T12:12:35Z,2026-02-26T12:17:10Z,2026-02-26T12:11:26Z,2026-02-26T12:15:52Z,2026-02-26T12:30:53Z
marc,11705,Train415,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T13:06:06Z,2026-02-26T13:10:12Z,2026-02-26T12:30:53Z
marc,11705,Train502,2026-02-26,11958,UNION STATION MARC Washington,2026-02-26T11:13:28Z,2026-02-26T11:14:56Z,NA,NA,2026-02-26T12:30:53Z
marc,11705,Train502,2026-02-26,11995,WEST BALTIMORE MARC nb,2026-02-26T12:11:07Z,2026-02-26T12:14:14Z,2026-02-26T12:10:58Z,2026-02-26T12:15:06Z,2026-02-26T12:30:53Z
marc,11705,Train517,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T12:28:41Z,2026-02-26T12:29:22Z,2026-02-26T12:27:26Z,2026-02-26T12:27:52Z,2026-02-26T12:30:53Z
marc,11705,Train517,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T13:19:41Z,2026-02-26T13:20:22Z,2026-02-26T12:30:53Z
marc,11705,Train410,2026-02-26,11958,UNION STATION MARC Washington,2026-02-26T12:11:05Z,2026-02-26T12:12:10Z,NA,NA,2026-02-26T12:30:53Z
marc,11705,Train410,2026-02-26,11995,WEST BALTIMORE MARC nb,2026-02-26T13:00:08Z,2026-02-26T13:02:16Z,2026-02-26T12:58:48Z,2026-02-26T13:00:56Z,2026-02-26T12:30:53Z
amtrak,NER,66,2026-02-26,BAL,Baltimore Penn Station,2026-02-25T22:51:00-05:00,2026-02-25T22:51:00-05:00,2026-02-25T22:49:00-05:00,2026-02-25T22:49:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,66,2026-02-26,WAS,Washington Union Station,2026-02-25T22:00:00-05:00,2026-02-25T22:00:00-05:00,2026-02-25T21:28:00-05:00,2026-02-25T21:27:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,67,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:04:00-05:00,2026-02-26T06:04:00-05:00,2026-02-26T06:02:00-05:00,2026-02-26T05:59:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,67,2026-02-26,WAS,Washington Union Station,2026-02-26T07:20:00-05:00,2026-02-26T07:20:00-05:00,2026-02-26T06:54:00-05:00,2026-02-26T06:47:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,109,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T08:19:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,109,2026-02-26,WAS,Washington Union Station,2026-02-26T09:01:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,143,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T12:42:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,143,2026-02-26,WAS,Washington Union Station,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,151,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:10:00-05:00,2026-02-26T06:14:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:12:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,151,2026-02-26,WAS,Washington Union Station,2026-02-26T07:30:00-05:00,2026-02-26T07:30:00-05:00,2026-02-26T06:58:00-05:00,2026-02-26T06:52:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,160,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:08:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:06:00-05:00,2026-02-26T06:03:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,160,2026-02-26,WAS,Washington Union Station,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,162,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T07:03:00-05:00,2026-02-26T07:05:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T07:02:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,162,2026-02-26,WAS,Washington Union Station,2026-02-26T06:20:00-05:00,2026-02-26T06:20:00-05:00,2026-02-26T06:20:00-05:00,2026-02-26T06:20:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,164,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T10:01:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T09:59:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,164,2026-02-26,WAS,Washington Union Station,2026-02-26T09:20:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T08:18:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,195,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T13:48:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T13:44:00-05:00,2026-02-26T12:30:53Z
amtrak,NER,195,2026-02-26,WAS,Washington Union Station,2026-02-26T14:38:00-05:00,2026-02-26T14:33:00-05:00,2026-02-26T14:38:00-05:00,2026-02-26T14:33:00-05:00,2026-02-26T12:30:53Z
marc,11705,Train413,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T11:54:29Z,2026-02-26T11:55:58Z,2026-02-26T11:52:59Z,2026-02-26T11:53:58Z,2026-02-26T12:33:54Z
marc,11705,Train413,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T12:50:10Z,2026-02-26T12:52:20Z,2026-02-26T12:33:54Z
marc,11705,Train415,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T12:12:35Z,2026-02-26T12:17:10Z,2026-02-26T12:11:26Z,2026-02-26T12:15:52Z,2026-02-26T12:33:54Z
marc,11705,Train415,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T13:06:05Z,2026-02-26T13:10:10Z,2026-02-26T12:33:54Z
marc,11705,Train502,2026-02-26,11958,UNION STATION MARC Washington,2026-02-26T11:13:28Z,2026-02-26T11:14:56Z,NA,NA,2026-02-26T12:33:54Z
marc,11705,Train502,2026-02-26,11995,WEST BALTIMORE MARC nb,2026-02-26T12:11:07Z,2026-02-26T12:14:14Z,2026-02-26T12:10:58Z,2026-02-26T12:15:06Z,2026-02-26T12:33:54Z
marc,11705,Train517,2026-02-26,11981,WEST BALTIMORE MARC sb,2026-02-26T12:29:02Z,2026-02-26T12:30:04Z,2026-02-26T12:27:26Z,2026-02-26T12:27:52Z,2026-02-26T12:33:54Z
marc,11705,Train517,2026-02-26,11958,UNION STATION MARC Washington,NA,NA,2026-02-26T13:20:22Z,2026-02-26T13:21:44Z,2026-02-26T12:33:54Z
marc,11705,Train410,2026-02-26,11958,UNION STATION MARC Washington,2026-02-26T12:11:05Z,2026-02-26T12:12:10Z,NA,NA,2026-02-26T12:33:54Z
marc,11705,Train410,2026-02-26,11995,WEST BALTIMORE MARC nb,2026-02-26T12:59:35Z,2026-02-26T13:01:10Z,2026-02-26T12:58:15Z,2026-02-26T12:59:50Z,2026-02-26T12:33:54Z
amtrak,NER,66,2026-02-26,BAL,Baltimore Penn Station,2026-02-25T22:51:00-05:00,2026-02-25T22:51:00-05:00,2026-02-25T22:49:00-05:00,2026-02-25T22:49:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,66,2026-02-26,WAS,Washington Union Station,2026-02-25T22:00:00-05:00,2026-02-25T22:00:00-05:00,2026-02-25T21:28:00-05:00,2026-02-25T21:27:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,67,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:04:00-05:00,2026-02-26T06:04:00-05:00,2026-02-26T06:02:00-05:00,2026-02-26T05:59:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,67,2026-02-26,WAS,Washington Union Station,2026-02-26T07:20:00-05:00,2026-02-26T07:20:00-05:00,2026-02-26T06:54:00-05:00,2026-02-26T06:47:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,109,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T08:19:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T08:17:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,109,2026-02-26,WAS,Washington Union Station,2026-02-26T09:01:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T09:01:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,143,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T12:42:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:40:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,143,2026-02-26,WAS,Washington Union Station,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T13:18:00-05:00,2026-02-26T13:17:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,151,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:10:00-05:00,2026-02-26T06:14:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:12:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,151,2026-02-26,WAS,Washington Union Station,2026-02-26T07:30:00-05:00,2026-02-26T07:30:00-05:00,2026-02-26T06:58:00-05:00,2026-02-26T06:52:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,160,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T06:08:00-05:00,2026-02-26T06:08:00-05:00,2026-02-26T06:06:00-05:00,2026-02-26T06:03:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,160,2026-02-26,WAS,Washington Union Station,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T05:25:00-05:00,2026-02-26T12:33:54Z
amtrak,NER,162,2026-02-26,BAL,Baltimore Penn Station,2026-02-26T07:03:00-05:00,2026-02-26T07:05:00-05:00,2026-02-26T07:01:00-05:00,2026-02-26T07:02:00-05:00,2026-02-26T12:33:54Z
